ID,PA,PB,PC,PD,PE,PF,PG
PR40354,541,276,156,95,61,42,30
PR40355,532,272,154,94,61,42,30
PR40356,571,290,163,98,63,42,30
PR40357,548,279,158,96,62,42,30
PR40358,549,280,158,96,62,42,30
PR40359,550,280,158,96,62,42,30
PR40360,551,281,159,96,62,42,30
PR40361,586,297,166,100,64,43,30
PR40362,555,283,160,97,62,42,30
PR40363,573,291,164,99,63,42,30
PR40364,610,308,172,103,65,43,30
PR40365,680,341,188,111,69,45,31
PR40366,616,311,173,103,65,43,30
PR40367,602,305,170,102,65,43,30
PR40368,569,289,163,98,63,42,30
PR40369,523,268,152,93,60,41,30
PR40370,325,175,106,70,49,37,28
PR40371,333,179,108,71,50,37,28
PR40372,392,207,122,78,53,38,29
PR40373,371,197,117,75,52,38,29
PR40374,371,197,117,75,52,38,29
PR40375,339,182,109,71,50,37,28
PR40376,316,171,104,69,49,37,28
PR40377,206,120,78,56,43,34,27
PR40378,248,139,88,61,45,35,28
PR40379,201,117,77,55,42,34,27
PR40380,188,111,74,54,42,34,27
PR40381,216,124,80,57,43,34,27
PR40382,282,155,96,65,47,36,28
PR40383,217,125,81,57,43,34,27
PR40384,685,343,189,111,69,45,31
PR40385,638,321,178,106,66,44,31
PR40386,668,335,185,109,68,44,31
PR40387,675,339,187,110,68,44,31
PR40388,614,310,173,103,65,43,30
PR40389,583,296,166,100,64,43,30
PR40390,600,304,170,102,65,43,30
PR40391,512,263,150,92,60,41,30
PR40392,461,239,138,86,57,40,29
PR40393,438,228,132,83,56,39,29
PR40394,430,224,130,82,55,39,29
PR40395,445,231,134,84,56,39,29
PR40396,380,201,119,76,52,38,29
PR40397,313,170,103,68,48,36,28
PR40398,380,201,119,76,52,38,29
PR40399,535,273,155,94,61,42,30
PR40400,543,277,157,95,61,42,30
PR40401,393,207,122,78,53,38,29
PR40402,386,204,120,77,53,38,29
PR40403,365,194,115,74,51,37,28
PR40404,351,187,112,73,51,37,28
PR40405,363,193,115,74,51,37,28
PR40406,360,192,114,74,51,37,28
PR40407,343,184,110,72,50,37,28
PR40408,348,186,111,72,50,37,28
PR40409,332,179,108,71,50,37,28
PR40410,315,171,104,69,49,37,28
PR40411,318,172,104,69,49,37,28
PR40412,346,185,111,72,50,37,28
PR40413,333,179,108,71,50,37,28
PR40414,346,185,111,72,50,37,28
PR40415,336,180,108,71,50,37,28
PR40416,704,352,194,114,70,45,31
PR40417,666,334,185,109,68,44,31
PR40418,642,323,179,106,66,44,31
PR40419,641,323,179,106,66,44,31
PR40420,595,301,168,101,64,43,30
PR40421,467,242,139,86,57,40,29
PR40422,459,238,137,85,57,40,29
PR40423,440,229,133,83,56,39,29
PR40424,430,224,130,82,55,39,29
PR40425,429,224,130,82,55,39,29
PR40426,415,217,127,80,54,39,29
PR40427,389,205,121,77,53,38,29
PR40428,581,295,165,99,63,42,30
PR40429,637,321,178,106,66,44,31
PR40430,595,301,168,101,64,43,30
PR40431,551,281,159,96,62,42,30
PR40432,598,303,169,101,64,43,30
PR40433,499,256,146,90,59,41,30
PR40434,427,223,130,82,55,39,29
PR40435,406,213,125,79,54,39,29
PR40436,395,208,122,78,53,38,29
PR40437,396,208,122,78,53,38,29
PR40438,331,178,107,70,49,37,28
PR40439,374,198,117,75,52,38,29
PR40440,350,187,112,73,51,37,28
PR40441,285,157,97,65,47,36,28
PR40442,297,162,99,66,47,36,28
PR40443,395,208,122,78,53,38,29
PR40444,424,221,129,81,55,39,29
PR40445,391,206,121,77,53,38,29
PR40446,357,190,113,73,51,37,28
PR40447,371,197,117,75,52,38,29
PR40448,361,192,114,74,51,37,28
PR40449,367,195,116,75,52,38,29
PR40450,381,201,119,76,52,38,29
PR40451,334,179,108,71,50,37,28
PR40452,318,172,104,69,49,37,28
PR40453,317,172,104,69,49,37,28
PR40454,374,198,117,75,52,38,29
PR40455,369,196,116,75,52,38,29
PR40456,367,195,116,75,52,38,29
PR40457,349,186,111,72,50,37,28
PR40458,374,198,117,75,52,38,29
PR40459,361,192,114,74,51,37,28
PR40460,357,190,113,73,51,37,28
PR40461,314,170,103,68,48,36,28
PR40462,310,168,102,68,48,36,28
PR40463,309,168,102,68,48,36,28
PR40464,344,184,110,72,50,37,28
PR40465,362,193,115,74,51,37,28
PR40466,368,195,116,75,52,38,29
PR40467,325,175,106,70,49,37,28
PR40468,339,182,109,71,50,37,28
PR40469,389,205,121,77,53,38,29
PR40470,417,218,127,80,54,39,29
PR40471,409,214,125,79,54,39,29
PR40472,447,232,134,84,56,39,29
PR40473,446,232,134,84,56,39,29
PR40474,462,239,138,86,57,40,29
PR40475,467,242,139,86,57,40,29
PR40476,466,241,139,86,57,40,29
PR40477,483,249,143,88,58,40,29
PR40478,525,269,153,93,60,41,30
PR40479,517,265,151,92,60,41,30
PR40480,542,277,157,95,61,42,30
PR40481,601,304,170,102,65,43,30
PR40482,667,335,185,109,68,44,31
PR40483,675,339,187,110,68,44,31
PR40484,653,328,182,108,67,44,31
PR40485,696,348,192,113,70,45,31
PR40486,572,291,164,99,63,42,30
PR40487,581,295,165,99,63,42,30
PR40488,623,314,175,104,66,44,31
PR40489,608,307,171,102,65,43,30
PR40490,514,263,150,92,60,41,30
PR40491,440,229,133,83,56,39,29
PR40492,428,223,130,82,55,39,29
PR40493,419,219,128,81,55,39,29
PR40494,428,223,130,82,55,39,29
PR40495,426,222,129,81,55,39,29
PR40496,448,233,135,84,56,39,29
PR40497,422,221,129,81,55,39,29
PR40498,425,222,129,81,55,39,29
PR40499,647,326,181,107,67,44,31
PR40500,655,329,182,108,67,44,31
PR40501,611,309,172,103,65,43,30
PR40502,521,267,152,93,60,41,30
PR40503,469,242,139,86,57,40,29
PR40504,499,256,146,90,59,41,30
PR40505,504,259,148,91,59,41,30
PR40506,514,263,150,92,60,41,30
PR40507,523,268,152,93,60,41,30
PR40508,542,277,157,95,61,42,30
PR40509,604,306,171,102,65,43,30
PR40510,611,309,172,103,65,43,30
PR40511,589,299,167,100,64,43,30
PR40512,615,311,173,103,65,43,30
PR40513,687,344,190,112,69,45,31
PR40514,675,339,187,110,68,44,31
PR40515,604,306,171,102,65,43,30
PR40516,590,299,167,100,64,43,30
PR40517,629,317,176,105,66,44,31
PR40518,611,309,172,103,65,43,30
PR40519,620,313,174,104,66,44,31
PR40520,587,298,167,100,64,43,30
PR40521,614,310,173,103,65,43,30
PR40522,594,301,168,101,64,43,30
PR40523,566,288,162,98,63,42,30
PR40524,575,292,164,99,63,42,30
PR40525,563,286,161,97,62,42,30
PR40526,542,277,157,95,61,42,30
PR40527,501,257,147,90,59,41,30
PR40528,491,253,145,89,58,40,29
PR40529,486,250,143,88,58,40,29
PR40530,459,238,137,85,57,40,29
PR40531,425,222,129,81,55,39,29
PR40532,455,236,136,85,57,40,29
PR40533,428,223,130,82,55,39,29
PR40534,411,215,126,80,54,39,29
PR40535,657,330,183,108,67,44,31
PR40536,405,213,125,79,54,39,29
PR40537,354,189,113,73,51,37,28
PR40538,365,194,115,74,51,37,28
PR40539,348,186,111,72,50,37,28
PR40540,352,188,112,73,51,37,28
PR40541,323,174,105,69,49,37,28
PR40542,324,175,106,70,49,37,28
PR40543,352,188,112,73,51,37,28
PR40544,358,191,114,74,51,37,28
PR40545,443,230,133,83,56,39,29
PR40546,527,270,153,93,60,41,30
PR40547,525,269,153,93,60,41,30
PR40548,555,283,160,97,62,42,30
PR40549,595,301,168,101,64,43,30
PR40550,605,306,171,102,65,43,30
PR40551,643,324,180,107,67,44,31
PR40552,619,313,174,104,66,44,31
PR40553,679,341,188,111,69,45,31
PR40554,619,313,174,104,66,44,31
PR40555,634,320,178,106,66,44,31
PR40556,642,323,179,106,66,44,31
PR40557,648,326,181,107,67,44,31
PR40558,604,306,171,102,65,43,30
PR40559,581,295,165,99,63,42,30
PR40560,343,184,110,72,50,37,28
PR40561,343,184,110,72,50,37,28
PR40562,359,191,114,74,51,37,28
PR40563,341,183,110,72,50,37,28
PR40564,345,185,111,72,50,37,28
PR40565,336,180,108,71,50,37,28
PR40566,328,177,107,70,49,37,28
PR40567,296,162,99,66,47,36,28
PR40568,417,218,127,80,54,39,29
PR40569,434,226,131,82,55,39,29
PR40570,476,246,141,87,57,40,29
PR40571,470,243,140,87,57,40,29
PR40572,489,252,144,89,58,40,29
PR40573,533,272,154,94,61,42,30
PR40574,622,314,175,104,66,44,31
PR40575,623,314,175,104,66,44,31
PR40576,586,297,166,100,64,43,30
PR40577,581,295,165,99,63,42,30
PR40578,594,301,168,101,64,43,30
PR40579,385,203,120,77,53,38,29
PR40580,389,205,121,77,53,38,29
PR40581,397,209,123,78,53,38,29
PR40582,431,225,131,82,55,39,29
PR40583,486,250,143,88,58,40,29
PR40584,502,258,147,90,59,41,30
PR40585,545,278,157,95,61,42,30
PR40586,519,266,151,92,60,41,30
PR40587,525,269,153,93,60,41,30
PR40588,515,264,150,92,60,41,30
PR40589,502,258,147,90,59,41,30
PR40590,503,258,147,90,59,41,30
PR40591,618,312,174,104,66,44,31
PR40592,606,306,171,102,65,43,30
PR40593,618,312,174,104,66,44,31
PR40594,611,309,172,103,65,43,30
PR40595,639,322,179,106,66,44,31
PR40596,643,324,180,107,67,44,31
PR40597,610,308,172,103,65,43,30
PR40598,634,320,178,106,66,44,31
PR40599,590,299,167,100,64,43,30
PR40600,571,290,163,98,63,42,30
PR40601,577,293,164,99,63,42,30
PR40602,541,276,156,95,61,42,30
PR40603,498,256,146,90,59,41,30
PR40604,477,246,141,87,57,40,29
PR40605,471,243,140,87,57,40,29
PR40606,514,263,150,92,60,41,30
PR40607,471,243,140,87,57,40,29
PR40608,473,244,140,87,57,40,29
PR40609,467,242,139,86,57,40,29
PR40610,466,241,139,86,57,40,29
PR40611,446,232,134,84,56,39,29
PR40612,455,236,136,85,57,40,29
PR40613,433,226,131,82,55,39,29
PR40614,448,233,135,84,56,39,29
PR40615,434,226,131,82,55,39,29
PR40616,447,232,134,84,56,39,29
PR40617,449,233,135,84,56,39,29
PR40618,400,210,123,78,53,38,29
PR40619,400,210,123,78,53,38,29
PR40620,394,207,122,78,53,38,29
PR40621,443,230,133,83,56,39,29
PR40622,445,231,134,84,56,39,29
PR40623,425,222,129,81,55,39,29
PR40624,392,207,122,78,53,38,29
PR40625,390,206,121,77,53,38,29
PR40626,395,208,122,78,53,38,29
PR40627,392,207,122,78,53,38,29
PR40628,390,206,121,77,53,38,29
PR40629,396,208,122,78,53,38,29
PR40630,388,205,121,77,53,38,29
PR40631,383,202,119,76,52,38,29
PR40632,380,201,119,76,52,38,29
PR40633,371,197,117,75,52,38,29
PR40634,371,197,117,75,52,38,29
PR40635,362,193,115,74,51,37,28
PR40636,366,194,115,74,51,37,28
PR40637,364,193,115,74,51,37,28
PR40638,362,193,115,74,51,37,28
PR40639,362,193,115,74,51,37,28
PR40640,407,214,125,79,54,39,29
PR40641,430,224,130,82,55,39,29
PR40642,402,211,124,79,54,39,29
PR40643,427,223,130,82,55,39,29
PR40644,407,214,125,79,54,39,29
PR40645,392,207,122,78,53,38,29
PR40646,405,213,125,79,54,39,29
PR40647,424,221,129,81,55,39,29
PR40648,436,227,132,83,56,39,29
PR40649,462,239,138,86,57,40,29
PR40650,464,240,138,86,57,40,29
PR40651,470,243,140,87,57,40,29
PR40652,466,241,139,86,57,40,29
PR40653,458,237,137,85,57,40,29
PR40654,418,219,128,81,55,39,29
PR40655,477,246,141,87,57,40,29
PR40656,474,245,141,87,57,40,29
PR40657,488,251,144,89,58,40,29
PR40658,487,251,144,89,58,40,29
PR40659,508,261,149,91,59,41,30
PR40660,494,254,145,89,58,40,29
PR40661,549,280,158,96,62,42,30
PR40662,481,248,142,88,58,40,29
PR40663,483,249,143,88,58,40,29
PR40664,483,249,143,88,58,40,29
PR40665,527,270,153,93,60,41,30
PR40666,521,267,152,93,60,41,30
PR40667,550,280,158,96,62,42,30
PR40668,532,272,154,94,61,42,30
PR40669,524,268,152,93,60,41,30
PR40670,556,283,160,97,62,42,30
PR40671,553,282,159,96,62,42,30
PR40672,615,311,173,103,65,43,30
PR40673,633,319,177,105,66,44,31
PR40674,648,326,181,107,67,44,31
PR40675,619,313,174,104,66,44,31
PR40676,627,316,176,105,66,44,31
PR40677,687,344,190,112,69,45,31
PR40678,661,332,184,109,68,44,31
PR40679,663,333,184,109,68,44,31
PR40680,678,340,188,111,69,45,31
PR40681,654,329,182,108,67,44,31
PR40682,671,337,186,110,68,44,31
PR40683,701,351,193,114,70,45,31
PR40684,681,341,188,111,69,45,31
PR40685,674,338,187,110,68,44,31
PR40686,633,319,177,105,66,44,31
PR40687,633,319,177,105,66,44,31
PR40688,667,335,185,109,68,44,31
PR40689,700,350,193,114,70,45,31
PR40690,654,329,182,108,67,44,31
PR40691,617,312,174,104,66,44,31
PR40692,628,317,176,105,66,44,31
PR40693,620,313,174,104,66,44,31
PR40694,593,300,168,101,64,43,30
PR40695,586,297,166,100,64,43,30
PR40696,580,294,165,99,63,42,30
PR40697,578,293,164,99,63,42,30
PR40698,565,287,162,98,63,42,30
PR40699,557,284,160,97,62,42,30
PR40700,546,278,157,95,61,42,30
PR40701,520,266,151,92,60,41,30
PR40702,484,249,143,88,58,40,29
PR40703,493,254,145,89,58,40,29
PR40704,494,254,145,89,58,40,29
PR40705,524,268,152,93,60,41,30
PR40706,532,272,154,94,61,42,30
PR40707,494,254,145,89,58,40,29
PR40708,460,238,137,85,57,40,29
PR40709,446,232,134,84,56,39,29
PR40710,459,238,137,85,57,40,29
PR40711,435,227,132,83,56,39,29
PR40712,443,230,133,83,56,39,29
PR40713,423,221,129,81,55,39,29
PR40714,462,239,138,86,57,40,29
PR40715,433,226,131,82,55,39,29
PR40716,444,231,134,84,56,39,29
PR40717,455,236,136,85,57,40,29
PR40718,439,228,132,83,56,39,29
PR40719,470,243,140,87,57,40,29
PR40720,446,232,134,84,56,39,29
PR40721,442,230,133,83,56,39,29
PR40722,446,232,134,84,56,39,29
PR40723,426,222,129,81,55,39,29
PR40724,441,229,133,83,56,39,29
PR40725,424,221,129,81,55,39,29
PR40726,424,221,129,81,55,39,29
PR40727,423,221,129,81,55,39,29
PR40728,361,192,114,74,51,37,28
PR40729,354,189,113,73,51,37,28
PR40730,411,215,126,80,54,39,29
PR40731,423,221,129,81,55,39,29
PR40732,393,207,122,78,53,38,29
PR40733,360,192,114,74,51,37,28
PR40734,391,206,121,77,53,38,29
