ID,PA,PB,PC,PD,PE,PF,PG
PR40058,505,287,179,120,85,63,49
PR40059,2855,1385,758,455,294,201,144
PR40060,4,3,3,3,3,2,2
PR40061,60,41,30,23,19,15,13
PR40062,220,135,90,63,47,36,29
PR40063,8,6,5,5,4,4,4
PR40064,2739,1334,732,441,285,196,141
PR40065,2896,1403,767,460,297,203,146
PR40066,192,119,80,57,43,33,27
PR40067,189,117,79,56,42,33,26
PR40068,1,1,1,1,1,1,1
PR40069,1,1,1,1,1,1,1
PR40070,1,1,1,1,1,1,1
PR40071,814,442,266,173,120,87,66
PR40072,1,1,1,1,1,1,1
PR40073,1231,645,376,238,160,115,85
PR40074,561,316,195,130,92,68,52
PR40075,167,105,71,51,39,30,24
PR40076,205,126,84,60,45,35,28
PR40077,1419,736,424,266,179,126,94
PR40078,1,1,1,1,1,1,1
PR40079,817,444,267,174,120,87,66
PR40080,4,3,3,3,2,2,2
PR40081,2574,1261,695,420,273,188,135
PR40082,5,4,4,3,3,3,3
PR40083,2574,1261,695,420,273,188,135
PR40084,189,117,79,56,42,33,26
PR40085,1,1,1,1,1,1,1
PR40086,1393,721,417,262,176,125,92
PR40087,1,1,1,1,1,1,1
PR40088,5,4,4,3,3,3,3
PR40089,351,206,132,91,66,50,39
PR40090,1,1,1,1,1,1,1
PR40091,1231,645,376,238,161,115,85
PR40092,2449,1205,667,404,263,182,131
PR40093,195,121,81,58,43,34,27
PR40094,1722,875,498,309,205,144,105
PR40095,1231,645,376,238,161,115,85
PR40096,1,1,1,1,1,1,1
PR40097,365,214,137,94,68,51,40
PR40098,1,1,1,1,1,1,1
PR40099,115,75,52,38,30,24,19
PR40100,1689,859,489,304,202,142,104
PR40101,1,1,1,1,1,1,1
PR40102,1,1,1,1,1,1,1
PR40103,1689,859,489,304,202,142,104
PR40104,1234,645,376,239,161,115,86
PR40105,1689,859,489,304,202,142,104
PR40106,1248,653,380,241,163,116,86
PR40107,8,7,6,5,4,4,4
PR40108,1,1,1,1,1,1,1
PR40109,1,1,1,1,1,1,1
PR40110,843,457,274,178,123,89,67
PR40111,1,1,1,1,1,1,1
PR40112,1,1,1,1,1,1,1
PR40113,817,444,267,174,120,87,66
PR40114,187,116,78,56,42,33,26
PR40115,9,7,6,5,5,4,4
PR40116,1,1,1,1,1,1,1
PR40117,4,3,3,3,3,2,2
PR40118,505,287,179,120,85,63,49
PR40119,4,3,3,3,3,2,2
PR40120,8,7,6,5,4,4,4
PR40121,8,7,6,5,4,4,4
PR40122,1,1,1,1,1,1,1
PR40123,187,116,78,56,42,33,26
PR40124,1575,807,462,288,192,135,100
PR40125,821,446,268,175,121,88,66
PR40126,1221,640,373,237,160,114,85
PR40127,1222,640,374,237,160,114,85
PR40128,1713,870,495,307,204,143,105
PR40129,1713,871,495,307,204,143,105
PR40130,998,533,316,203,139,100,75
PR40131,1713,871,495,307,204,143,105
PR40132,998,533,316,203,139,100,75
PR40133,1713,871,495,307,204,143,105
PR40134,936,502,299,193,132,96,72
PR40135,1714,871,496,307,204,143,105
PR40136,1,1,1,1,1,1,1
PR40137,1,1,1,1,1,1,1
PR40138,1,1,1,1,1,1,1
PR40139,9,7,6,5,5,4,4
PR40140,1,1,1,1,1,1,1
PR40141,817,441,267,174,120,87,66
PR40142,732,402,244,160,111,81,62
PR40143,1,1,1,1,1,1,1
PR40144,353,207,133,91,66,50,39
PR40145,509,289,180,121,86,64,49
PR40146,505,287,179,120,85,63,49
PR40147,4,3,3,3,3,2,2
PR40148,4,3,3,3,3,2,2
PR40149,55,38,28,22,17,14,12
PR40150,354,207,133,91,66,50,39
PR40151,1678,855,487,302,201,141,104
PR40152,90,60,42,32,25,20,17
PR40153,391,227,144,99,71,53,42
PR40154,60,42,30,23,19,15,13
PR40155,120,78,54,40,31,24,20
PR40156,5,4,4,3,3,3,3
PR40157,173,109,73,53,40,31,25
PR40158,188,118,78,56,42,33,26
PR40159,2889,1400,765,459,296,203,146
PR40160,1225,641,375,237,160,114,85
PR40161,1738,882,501,311,206,145,106
PR40162,65,45,33,24,19,16,14
PR40163,2812,1366,748,450,291,199,143
PR40164,1780,902,512,317,210,147,108
PR40165,1711,870,495,307,204,143,105
PR40166,2647,1294,712,429,279,191,138
PR40167,1670,851,485,301,200,141,103
PR40168,1,1,1,1,1,1,1
PR40169,1712,870,495,307,204,143,105
PR40170,1713,871,495,307,204,143,105
PR40171,998,533,316,203,139,100,75
PR40172,1,1,1,1,1,1,1
PR40173,1,1,1,1,1,1,1
PR40174,1,1,1,1,1,1,1
PR40175,1,1,1,1,1,1,1
PR40176,1,1,1,1,1,1,1
PR40177,8,7,6,5,4,4,4
PR40178,1,1,1,1,1,1,1
PR40179,4,3,3,3,3,2,2
PR40180,8,7,6,5,4,4,4
PR40181,5,4,4,3,3,3,3
PR40182,8,7,6,5,4,4,4
PR40183,4,4,3,3,3,3,2
PR40184,847,461,275,179,123,90,68
PR40185,1428,738,426,267,179,127,94
PR40186,1428,738,426,267,179,127,94
PR40187,229,140,92,65,48,37,30
PR40188,195,121,81,58,43,34,27
PR40189,229,140,92,65,48,37,30
PR40190,1724,876,498,309,205,144,105
PR40191,1729,878,500,309,205,144,106
PR40192,8,7,6,5,4,4,4
PR40193,347,204,131,90,65,49,39
PR40194,631,351,216,143,100,74,56
PR40195,3,3,3,3,2,2,2
PR40196,891,480,287,186,128,93,70
PR40197,8,7,6,5,5,4,4
PR40198,8,7,6,5,5,4,4
PR40199,8,7,6,5,4,4,4
PR40200,225,138,91,65,48,37,30
PR40201,1,1,1,1,1,1,1
PR40202,1372,711,412,259,173,123,91
PR40203,610,340,209,139,98,72,55
PR40204,1699,864,492,305,203,142,104
PR40205,1248,653,379,241,162,116,86
PR40206,1134,598,351,224,152,109,81
PR40207,1,1,1,1,1,1,1
PR40208,115,75,52,39,30,24,19
PR40209,2449,1205,667,404,263,182,131
PR40210,1405,727,420,264,177,125,93
PR40211,8,6,5,5,4,4,4
PR40212,513,291,181,122,86,64,49
PR40213,2,2,2,2,2,2,2
PR40214,351,206,132,91,66,50,39
PR40215,1431,738,426,267,179,127,94
PR40216,514,291,182,122,86,64,49
PR40217,2823,1371,750,451,292,200,143
PR40218,1724,876,498,309,205,144,105
PR40219,270,162,106,74,54,42,33
PR40220,1,1,1,1,1,1,1
PR40221,270,162,106,74,54,42,33
PR40222,1,1,1,1,1,1,1
PR40223,1,1,1,1,1,1,1
PR40224,8,7,6,5,4,4,4
PR40225,1134,598,351,224,152,109,81
PR40226,1726,877,498,309,205,144,105
PR40227,9,7,6,5,5,4,4
PR40228,1,1,1,1,1,1,1
PR40229,126,81,56,41,32,25,21
PR40230,352,206,132,91,66,50,39
PR40231,126,81,56,41,32,25,21
PR40232,632,351,216,143,100,74,56
PR40233,1,1,1,1,1,1,1
PR40234,615,343,211,140,98,72,55
PR40235,906,488,291,188,129,94,70
PR40236,1388,719,416,261,176,124,92
PR40237,8,7,6,5,5,4,4
PR40238,347,204,131,90,65,49,39
PR40239,346,204,131,90,65,49,39
PR40240,509,289,180,121,86,64,49
PR40241,8,7,6,5,4,4,4
PR40242,627,349,214,142,100,73,56
PR40243,728,400,243,159,111,81,61
PR40244,10,8,7,6,5,5,4
PR40245,1457,751,433,271,182,129,95
PR40246,351,206,132,91,66,50,39
PR40247,855,463,277,180,124,90,68
PR40248,204,126,84,60,45,35,28
PR40249,903,486,290,188,129,93,70
PR40250,387,225,143,98,71,53,41
PR40251,9,7,6,5,5,4,4
PR40252,9,7,6,5,5,4,4
PR40253,126,81,56,41,32,25,21
PR40254,347,204,131,90,65,49,39
PR40255,347,204,131,90,65,49,39
PR40256,622,346,213,141,99,73,56
PR40257,347,204,131,90,65,49,39
PR40258,1,1,1,1,1,1,1
PR40259,347,204,131,90,65,49,39
PR40260,8,6,6,5,4,4,4
PR40261,758,414,251,164,114,83,63
PR40262,637,354,216,144,101,74,57
PR40263,1018,542,320,206,141,101,76
PR40264,1829,924,523,323,214,150,109
PR40265,1830,924,523,323,214,150,109
PR40266,756,414,251,164,114,83,63
PR40267,3,2,2,2,2,2,2
PR40268,1018,541,320,206,141,101,76
PR40269,12,9,8,7,6,5,5
PR40270,1545,793,454,284,190,134,98
PR40271,2,2,2,2,2,2,2
PR40272,661,366,224,148,103,76,58
PR40273,661,366,224,148,103,76,58
PR40274,8,7,6,5,5,4,4
PR40275,663,367,225,148,104,76,58
PR40276,8,7,6,5,4,4,4
PR40277,2807,1364,747,449,290,199,143
PR40278,8,7,6,5,4,4,4
PR40279,351,206,132,91,66,50,39
PR40280,1467,757,435,273,183,129,95
PR40281,203,123,84,60,44,35,28
PR40282,1467,757,436,273,183,129,95
PR40283,899,484,289,187,129,93,70
PR40284,903,486,290,188,129,93,70
PR40285,638,355,217,144,101,74,57
PR40286,637,354,216,144,101,74,57
PR40287,758,414,251,164,114,83,63
PR40288,3,3,2,2,2,2,2
PR40289,758,414,251,164,114,83,63
PR40290,230,140,93,65,49,37,30
PR40291,1008,537,318,204,140,101,75
PR40292,655,363,222,147,103,75,58
PR40293,756,414,251,164,114,83,63
PR40294,751,411,249,163,113,83,63
PR40295,1018,542,321,206,141,101,76
PR40296,1,1,1,1,1,1,1
PR40297,1551,795,456,285,190,134,99
PR40298,12,9,8,7,6,5,5
PR40299,1537,789,452,283,189,133,98
PR40300,1545,793,454,284,190,134,98
PR40301,659,365,223,147,103,76,58
PR40302,2,2,2,2,2,2,2
PR40303,1537,788,452,283,189,133,98
PR40304,661,366,224,148,103,76,58
PR40305,661,366,224,148,103,76,58
PR40306,2,2,2,2,2,2,2
PR40307,660,366,224,148,103,76,58
PR40308,8,7,6,5,5,4,4
PR40309,8,7,6,5,5,4,4
PR40310,8,7,6,5,5,4,4
PR40311,145,92,63,46,35,28,22
PR40312,8,7,6,5,4,4,4
PR40313,8,7,6,5,4,4,4
PR40314,8,7,6,5,4,4,4
PR40315,1,1,1,1,1,1,1
PR40316,45,32,24,19,15,13,11
PR40317,45,32,24,19,15,13,11
PR40318,1253,655,382,242,163,116,86
PR40319,45,32,24,19,15,13,11
PR40320,20,15,12,10,8,7,6
PR40321,145,92,63,46,35,28,22
PR40322,4,3,3,3,3,2,2
PR40323,8,7,6,5,4,4,4
PR40324,8,7,6,5,4,4,4
PR40325,2542,1246,688,416,271,186,134
PR40326,2562,1255,693,419,272,187,135
PR40327,2607,1277,703,424,275,189,136
PR40328,81,54,39,29,23,19,16
PR40329,400,232,147,100,72,54,42
PR40330,400,232,147,100,72,54,42
PR40331,45,32,24,19,15,13,11
PR40332,483,275,172,116,83,62,48
PR40333,2,2,2,2,2,2,2
PR40334,2,2,2,2,2,2,1
PR40335,2,2,2,2,2,2,2
PR40336,2561,1255,692,419,272,187,135
PR40337,2834,1376,753,453,292,200,144
PR40338,1486,765,440,275,184,130,96
PR40339,1351,701,406,256,172,122,90
PR40340,2453,1207,668,405,264,182,131
PR40341,1514,778,447,279,187,132,97
PR40342,2548,1249,689,417,271,187,135
PR40343,1833,926,524,324,214,150,110
PR40344,2568,1257,694,420,273,188,135
PR40345,1,1,1,1,1,1,1
PR40346,2567,1258,694,419,272,187,135
PR40347,2568,1258,694,420,273,188,135
PR40348,4,3,3,3,3,2,2
PR40349,2,2,2,2,2,2,2
PR40350,2853,1385,758,455,294,201,144
PR40351,267,161,105,73,54,41,33
PR40352,2494,1225,677,410,267,184,133
PR40353,60,42,30,23,19,15,13
PR40354,2,2,2,2,2,2,2
PR40355,725,398,242,159,110,81,61
PR40356,354,207,132,90,66,50,39
PR40357,2,2,2,2,2,2,2
PR40358,2,1,1,1,1,1,1
PR40359,1,1,1,1,1,1,1
PR40360,2522,1238,684,414,269,185,134
PR40361,5,4,4,3,3,3,3
PR40362,1433,740,427,268,180,127,94
PR40363,2172,1080,603,369,242,168,122
PR40364,798,435,262,171,118,86,65
PR40365,2172,1080,604,369,242,168,122
PR40366,3,3,3,2,2,2,2
PR40367,2663,1300,715,431,280,192,138
PR40368,2,2,2,2,1,1,1
PR40369,2509,1232,681,412,268,185,133
PR40370,17,13,11,9,8,7,6
PR40371,17,13,11,9,8,7,6
PR40372,391,227,145,99,71,54,42
PR40373,117,76,53,39,30,24,20
PR40374,30,22,17,14,11,10,8
PR40375,61,42,31,24,19,15,13
PR40376,61,42,31,24,19,15,13
PR40377,2114,1054,590,361,237,165,120
PR40378,2444,1202,666,404,263,181,131
PR40379,754,413,250,163,114,83,63
PR40380,754,413,250,163,114,83,63
PR40381,754,413,250,163,114,83,63
PR40382,15,12,10,8,7,6,5
PR40383,19,15,12,10,8,7,6
PR40384,2172,1080,604,369,242,168,122
PR40385,2172,1080,604,369,242,168,122
PR40386,2135,1063,595,364,239,166,120
PR40387,1,1,1,1,1,1,1
PR40388,2,2,2,2,2,2,1
PR40389,1461,753,434,272,182,129,95
PR40390,748,410,248,162,113,82,63
PR40391,1340,697,404,254,171,122,90
PR40392,12,9,8,7,6,5,5
PR40393,2751,1340,735,442,286,196,141
PR40394,2786,1355,743,447,289,198,142
PR40395,2786,1355,743,447,289,198,142
PR40396,1236,647,377,239,162,115,86
PR40397,1703,865,493,306,203,143,105
PR40398,12,9,8,7,6,5,5
PR40399,2824,1372,751,452,292,200,143
PR40400,1343,699,403,255,172,122,90
PR40401,2635,1288,709,428,278,191,137
PR40402,2516,1235,682,413,269,185,133
PR40403,2,2,2,1,1,1,1
PR40404,2516,1235,682,413,269,185,134
PR40405,1371,711,411,259,174,123,91
PR40406,1,1,1,1,1,1,1
PR40407,2809,1365,748,450,291,199,143
PR40408,5,4,4,3,3,3,3
PR40409,8,7,6,5,4,4,4
PR40410,8,7,6,5,4,4,4
PR40411,1,1,1,1,1,1,1
PR40412,1700,865,492,306,203,143,104
PR40413,1247,652,380,241,163,116,86
PR40414,1244,651,379,240,162,116,86
PR40415,1702,865,493,306,203,143,105
PR40416,2172,1080,604,369,242,168,122
PR40417,2172,1080,604,369,242,168,122
PR40418,1433,740,427,268,180,127,94
PR40419,2,1,1,1,1,1,1
PR40420,1803,912,517,320,212,148,108
PR40421,2867,1391,761,457,295,202,145
PR40422,2553,1251,691,418,271,187,135
PR40423,1346,699,405,255,172,122,90
PR40424,2699,1316,723,436,282,194,139
PR40425,2785,1354,742,447,289,198,142
PR40426,2536,1244,687,416,270,186,134
PR40427,1,1,1,1,1,1,1
PR40428,32,23,18,14,12,10,9
PR40429,2841,1379,755,453,293,201,144
PR40430,1461,753,434,272,182,129,95
PR40431,2766,1346,739,444,287,197,142
PR40432,234,142,94,66,49,38,30
PR40433,2906,1407,769,461,298,204,146
PR40434,2533,1242,686,415,270,186,134
PR40435,1572,805,461,288,192,135,99
PR40436,2752,1340,735,443,286,196,141
PR40437,2535,1243,686,415,270,186,134
PR40438,14,11,9,8,7,6,5
PR40439,1,1,1,1,1,1,1
PR40440,10,8,7,6,5,5,4
PR40441,283,170,111,77,56,43,34
PR40442,17,13,11,9,8,7,6
PR40443,2786,1355,743,447,289,198,142
PR40444,2538,1244,687,416,270,186,134
PR40445,2704,1318,724,436,283,194,140
PR40446,1,1,1,1,1,1,1
PR40447,2541,1246,688,416,270,186,134
PR40448,7,6,5,4,4,4,3
PR40449,2,2,2,2,2,2,2
PR40450,1,1,1,1,1,1,1
PR40451,1351,704,406,256,172,122,91
PR40452,2,2,2,2,2,2,2
PR40453,2,2,2,2,2,2,2
PR40454,1703,865,493,306,203,143,105
PR40455,1369,710,410,259,174,123,91
PR40456,1,1,1,1,1,1,1
PR40457,1,1,1,1,1,1,1
PR40458,2545,1248,689,417,271,186,134
PR40459,8,7,6,5,4,4,4
PR40460,1703,865,493,306,203,143,105
PR40461,1703,865,493,306,203,143,105
PR40462,1,1,1,1,1,1,1
PR40463,11,9,7,6,5,5,4
PR40464,1703,865,493,306,203,143,105
PR40465,8,7,6,5,4,4,4
PR40466,2940,1422,777,465,300,205,147
PR40467,9,7,6,5,5,4,4
PR40468,1,1,1,1,1,1,1
PR40469,5,4,4,3,3,3,3
PR40470,2548,1249,691,417,271,187,135
PR40471,9,7,6,5,5,4,4
PR40472,1352,702,406,256,172,122,91
PR40473,1352,702,406,256,172,122,91
PR40474,1352,702,407,256,172,122,91
PR40475,738,405,246,161,112,82,62
PR40476,1375,713,412,259,174,124,91
PR40477,2,1,1,1,1,1,1
PR40478,740,406,246,161,112,82,62
PR40479,60,42,30,23,19,15,13
PR40480,4,3,3,3,3,2,2
PR40481,2623,1282,706,426,277,190,137
PR40482,798,434,262,171,118,86,65
PR40483,2172,1080,604,369,242,168,122
PR40484,798,434,262,171,118,86,65
PR40485,3,3,3,2,2,2,2
PR40486,1256,657,382,242,164,116,86
PR40487,3,3,3,2,2,2,2
PR40488,1806,913,518,320,212,148,109
PR40489,2126,1059,593,363,238,165,120
PR40490,1470,757,436,273,183,129,95
PR40491,1483,762,439,275,184,130,96
PR40492,2774,1349,740,445,288,197,142
PR40493,2827,1373,752,452,292,200,144
PR40494,172,108,73,52,40,31,25
PR40495,2602,1274,702,424,275,189,136
PR40496,1,1,1,1,1,1,1
PR40497,2515,1234,682,413,269,185,133
PR40498,2779,1351,741,446,288,198,142
PR40499,189,117,79,56,42,33,26
PR40500,2,1,1,1,1,1,1
PR40501,4,3,3,3,2,2,2
PR40502,45,32,24,19,15,13,11
PR40503,739,405,246,161,112,82,62
PR40504,267,161,105,73,54,41,33
PR40505,2624,1281,706,426,277,190,137
PR40506,2,2,2,2,2,2,2
PR40507,2,2,2,1,1,1,1
PR40508,2,1,1,1,1,1,1
PR40509,1,1,1,1,1,1,1
PR40510,5,4,4,3,3,3,3
PR40511,798,435,262,171,118,86,65
PR40512,2172,1080,603,369,242,168,122
PR40513,189,117,79,56,42,33,26
PR40514,2135,1063,595,364,239,166,120
PR40515,1256,657,382,242,163,116,86
PR40516,3,3,3,2,2,2,2
PR40517,3,3,3,2,2,2,2
PR40518,3,3,3,2,2,2,2
PR40519,3,3,3,2,2,2,2
PR40520,1467,756,435,273,183,129,95
PR40521,2129,1061,593,363,238,165,120
PR40522,2822,1370,751,451,292,200,143
PR40523,1460,753,433,272,182,129,95
PR40524,2822,1370,751,451,292,200,143
PR40525,4,3,3,3,2,2,2
PR40526,1,1,1,1,1,1,1
PR40527,730,401,243,159,111,81,62
PR40528,1769,896,509,315,209,146,107
PR40529,2773,1349,740,445,288,197,142
PR40530,2774,1349,740,445,288,197,142
PR40531,2603,1274,702,424,275,189,136
PR40532,2554,1252,691,418,272,187,135
PR40533,2605,1274,702,424,275,189,136
PR40534,2632,1287,709,428,277,191,137
PR40535,1786,904,513,318,210,147,108
PR40536,2487,1222,676,409,266,184,133
PR40537,172,108,73,53,40,31,25
PR40538,1371,711,411,259,174,123,91
PR40539,7,6,5,4,4,4,3
PR40540,31,23,18,14,12,10,9
PR40541,1245,651,380,240,163,116,86
PR40542,1703,865,493,306,203,143,105
PR40543,173,108,73,53,40,31,25
PR40544,1,1,1,1,1,1,1
PR40545,5,4,4,3,3,3,3
PR40546,1,1,1,1,1,1,1
PR40547,2,1,1,1,1,1,1
PR40548,827,449,270,175,121,88,67
PR40549,828,449,270,176,121,88,67
PR40550,2573,1260,695,420,273,188,135
PR40551,2510,1232,681,412,268,185,133
PR40552,1,1,1,1,1,1,1
PR40553,1787,904,513,317,210,147,108
PR40554,1256,657,382,242,164,116,86
PR40555,189,117,79,56,42,33,26
PR40556,1787,904,513,317,210,147,108
PR40557,2,1,1,1,1,1,1
PR40558,4,3,3,3,2,2,2
PR40559,1787,905,513,318,210,147,108
PR40560,483,275,172,116,83,62,48
PR40561,483,275,172,116,83,62,48
PR40562,45,32,24,19,15,13,11
PR40563,1703,865,493,306,203,143,105
PR40564,3,2,2,2,2,2,2
PR40565,8,7,6,5,4,4,4
PR40566,1,1,1,1,1,1,1
PR40567,8,7,6,5,4,4,4
PR40568,505,287,179,120,85,63,49
PR40569,8,7,6,5,4,4,4
PR40570,1874,944,535,329,218,152,111
PR40571,2618,1280,705,426,276,190,137
PR40572,733,402,244,160,111,81,62
PR40573,2,1,1,1,1,1,1
PR40574,2649,1294,712,429,279,191,138
PR40575,2651,1295,713,430,279,192,138
PR40576,1712,871,495,307,204,143,105
PR40577,1784,902,512,317,210,147,108
PR40578,2,1,1,1,1,1,1
PR40579,14,11,9,7,6,6,5
PR40580,1730,878,499,310,206,144,106
PR40581,5,4,4,3,3,3,3
PR40582,1,1,1,1,1,1,1
PR40583,2438,1200,664,403,263,181,131
PR40584,2438,1200,665,403,263,181,131
PR40585,2438,1202,664,403,263,181,131
PR40586,60,42,30,23,19,15,13
PR40587,2440,1200,665,403,263,181,131
PR40588,2,1,1,1,1,1,1
PR40589,2622,1282,706,426,277,190,137
PR40590,1226,642,375,238,161,115,85
PR40591,2947,1426,778,466,301,206,147
PR40592,1670,851,485,301,200,141,103
PR40593,189,117,79,56,42,33,26
PR40594,2650,1295,713,430,279,192,138
PR40595,1787,904,513,317,210,147,108
PR40596,1786,904,513,317,210,147,108
PR40597,1786,904,513,318,210,147,108
PR40598,1256,656,382,242,164,116,86
PR40599,4,3,3,3,2,2,2
PR40600,189,117,79,56,42,33,26
PR40601,2,1,1,1,1,1,1
PR40602,1,1,1,1,1,1,1
PR40603,797,434,262,171,118,86,65
PR40604,3,3,2,2,2,2,2
PR40605,3,3,2,2,2,2,2
PR40606,1356,703,407,257,173,122,91
PR40607,1686,858,489,304,202,142,104
PR40608,1685,858,489,303,202,142,104
PR40609,14,11,9,8,7,6,5
PR40610,4,3,3,3,2,2,2
PR40611,1,1,1,1,1,1,1
PR40612,4,3,3,3,2,2,2
PR40613,1,1,1,1,1,1,1
PR40614,1353,703,407,256,172,122,91
PR40615,1,1,1,1,1,1,1
PR40616,1717,873,496,308,204,143,105
PR40617,1353,702,407,256,172,122,91
PR40618,202,125,84,59,44,34,28
PR40619,1,1,1,1,1,1,1
PR40620,1,1,1,1,1,1,1
PR40621,1,1,1,1,1,1,1
PR40622,2494,1225,677,410,267,184,133
PR40623,1454,750,433,271,182,128,95
PR40624,4,3,3,3,2,2,2
PR40625,2,2,2,2,2,2,2
PR40626,2,2,2,2,2,2,2
PR40627,2,2,2,2,2,2,2
PR40628,2,2,2,2,2,2,2
PR40629,2,2,2,2,2,2,2
PR40630,2,2,2,2,2,2,2
PR40631,2,2,2,2,2,2,2
PR40632,2,2,2,2,2,2,2
PR40633,1473,758,436,274,183,129,96
PR40634,2,2,2,2,2,2,2
PR40635,2,2,2,2,2,2,2
PR40636,2,2,2,2,2,2,2
PR40637,8,6,5,5,4,4,4
PR40638,8,6,5,5,4,4,4
PR40639,8,6,5,5,4,4,4
PR40640,1,1,1,1,1,1,1
PR40641,1181,621,363,231,156,112,83
PR40642,1,1,1,1,1,1,1
PR40643,1307,681,395,249,168,120,89
PR40644,2013,1008,567,348,229,159,116
PR40645,505,287,179,120,85,63,49
PR40646,1,1,1,1,1,1,1
PR40647,14,11,9,8,7,6,5
PR40648,1234,645,376,239,161,115,86
PR40649,60,42,30,23,19,15,13
PR40650,1717,873,496,308,204,143,105
PR40651,1583,810,464,289,193,136,100
PR40652,2646,1293,712,429,278,191,138
PR40653,1,1,1,1,1,1,1
PR40654,14,11,9,8,7,6,5
PR40655,1,1,1,1,1,1,1
PR40656,60,41,30,23,19,15,13
PR40657,2946,1425,778,466,301,206,147
PR40658,1353,703,407,256,171,122,91
PR40659,354,207,133,91,66,50,39
PR40660,2511,1232,681,412,268,185,133
PR40661,1670,850,485,301,200,141,103
PR40662,354,207,133,91,66,50,39
PR40663,1720,875,497,309,205,144,105
PR40664,1353,703,407,256,171,122,91
PR40665,1,1,1,1,1,1,1
PR40666,1227,645,375,238,161,115,85
PR40667,1670,850,485,301,200,141,103
PR40668,1739,882,501,311,206,145,106
PR40669,2,2,2,2,2,2,2
PR40670,1712,871,495,307,204,143,105
PR40671,1783,902,512,317,210,147,108
PR40672,814,443,266,173,120,87,66
PR40673,828,449,270,176,121,88,67
PR40674,797,434,262,171,118,86,65
PR40675,1256,657,382,242,164,116,86
PR40676,2,1,1,1,1,1,1
PR40677,1786,904,513,317,210,147,108
PR40678,1789,905,513,317,210,147,108
PR40679,1789,905,513,317,210,147,108
PR40680,1787,905,513,318,210,147,108
PR40681,1789,905,513,318,210,147,108
PR40682,1789,905,513,318,210,147,108
PR40683,2,1,1,1,1,1,1
PR40684,2,1,1,1,1,1,1
PR40685,192,119,80,57,43,33,27
PR40686,192,119,80,57,43,33,27
PR40687,2125,1059,593,363,238,165,120
PR40688,2821,1369,750,450,291,200,143
PR40689,2,2,2,2,2,1,1
PR40690,1,1,1,1,1,1,1
PR40691,2129,1061,593,363,238,165,120
PR40692,2818,1370,750,451,291,200,143
PR40693,2902,1406,768,461,297,203,146
PR40694,2822,1370,751,451,292,200,143
PR40695,2822,1370,751,450,292,200,143
PR40696,1343,698,403,255,172,122,90
PR40697,2502,1228,679,411,268,184,133
PR40698,2791,1357,744,447,289,198,142
PR40699,3,3,3,3,2,2,2
PR40700,730,401,243,159,111,81,62
PR40701,4,3,3,3,3,2,2
PR40702,1430,739,426,267,179,127,94
PR40703,351,206,132,91,66,50,39
PR40704,1136,599,352,224,152,109,81
PR40705,1345,699,405,255,172,122,90
PR40706,2,1,1,1,1,1,1
PR40707,170,107,72,52,39,31,25
PR40708,170,107,72,52,39,31,25
PR40709,843,457,274,178,123,89,67
PR40710,170,107,72,52,39,31,25
PR40711,1419,733,423,266,178,126,93
PR40712,170,107,72,52,39,31,25
PR40713,2,2,2,2,2,2,2
